skills_required,Skill_level,interests,interest_Levels,Career,assessment_score
Diagnostic Imaging,intermediate,Diagnostic Sonography,0.9,Diagnostic Medical Sonographer,0.50
Patient Interaction,advanced,Patient Comfort,0.5,Diagnostic Medical Sonographer,0.60
Patient Interaction,advanced,Patient Comfort,0.7,Diagnostic Medical Sonographer,0.70
Patient Interaction,advanced,Patient Comfort,0.9,Diagnostic Medical Sonographer,0.80
Medical Illustration,beginner,Medical Visualization,0.5,Medical Illustrator,0.50
Medical Illustration,beginner,Medical Visualization,0.7,Medical Illustrator,0.60
Medical Illustration,beginner,Medical Visualization,0.9,Medical Illustrator,0.70
Anatomy,intermediate,Scientific Art,0.5,Medical Illustrator,0.80
Anatomy,intermediate,Scientific Art,0.7,Medical Illustrator,0.90
Anatomy,intermediate,Scientific Art,0.9,Medical Illustrator,0.50
Graphic Design,advanced,Healthcare Education,0.5,Medical Illustrator,0.60
Graphic Design,advanced,Healthcare Education,0.7,Medical Illustrator,0.70
Graphic Design,advanced,Healthcare Education,0.9,Medical Illustrator,0.80
Medical Technology,beginner,Diagnostic Testing,0.5,Medical Technologist,0.50
Medical Technology,beginner,Diagnostic Testing,0.7,Medical Technologist,0.60
Medical Technology,beginner,Diagnostic Testing,0.9,Medical Technologist,0.70
Laboratory Procedures,intermediate,Research,0.5,Medical Technologist,0.80
Laboratory Procedures,intermediate,Research,0.7,Medical Technologist,0.90
Laboratory Procedures,intermediate,Research,0.9,Medical Technologist,0.50
 Analysis,advanced,Healthcare Quality,0.5,Medical Technologist,0.60
 Analysis,advanced,Healthcare Quality,0.7,Medical Technologist,0.70
 Analysis,advanced,Healthcare Quality,0.9,Medical Technologist,0.80
Medical Terminology,beginner,Medical Documentation,0.5,Medical Transcriptionist,0.50
Medical Terminology,beginner,Medical Documentation,0.7,Medical Transcriptionist,0.60
Medical Terminology,beginner,Medical Documentation,0.9,Medical Transcriptionist,0.70
Transcription,intermediate,Accuracy,0.5,Medical Transcriptionist,0.80
Transcription,intermediate,Accuracy,0.7,Medical Transcriptionist,0.90
Transcription,intermediate,Accuracy,0.9,Medical Transcriptionist,0.50
Attention to Detail,advanced,Healthcare Support,0.5,Medical Transcriptionist,0.60
Attention to Detail,advanced,Healthcare Support,0.7,Medical Transcriptionist,0.70
Attention to Detail,advanced,Healthcare Support,0.9,Medical Transcriptionist,0.80
Legal Research,beginner,Legal Processes,0.5,Paralegal,0.50
Legal Research,beginner,Legal Processes,0.7,Paralegal,0.60
Legal Research,beginner,Legal Processes,0.9,Paralegal,0.70
Document Preparation,intermediate,Research,0.5,Paralegal,0.80
Document Preparation,intermediate,Research,0.7,Paralegal,0.90
Document Preparation,intermediate,Research,0.9,Paralegal,0.50
Case Management,advanced,Case Support,0.5,Paralegal,0.60
Case Management,advanced,Case Support,0.7,Paralegal,0.70
Case Management,advanced,Case Support,0.9,Paralegal,0.80
Legal Administrative Support,beginner,Legal Procedures,0.5,Legal Assistant,0.50
Legal Administrative Support,beginner,Legal Procedures,0.7,Legal Assistant,0.60
Legal Administrative Support,beginner,Legal Procedures,0.9,Legal Assistant,0.70
Case Management,intermediate,Client Services,0.5,Legal Assistant,0.80
Case Management,intermediate,Client Services,0.7,Legal Assistant,0.90
Case Management,intermediate,Client Services,0.9,Legal Assistant,0.50
Client Interaction,advanced,Case Coordination,0.5,Legal Assistant,0.60
Client Interaction,advanced,Case Coordination,0.7,Legal Assistant,0.70
Client Interaction,advanced,Case Coordination,0.9,Legal Assistant,0.80
Stenography,beginner,Verbatim Recording,0.5,Court Reporter,0.50
Stenography,beginner,Verbatim Recording,0.7,Court Reporter,0.60
Stenography,beginner,Verbatim Recording,0.9,Court Reporter,0.70
Transcription,intermediate,Legal Proceedings,0.5,Court Reporter,0.80
Transcription,intermediate,Legal Proceedings,0.7,Court Reporter,0.90
Transcription,intermediate,Legal Proceedings,0.9,Court Reporter,0.50
Legal Terminology,advanced,Accuracy,0.5,Court Reporter,0.60
Legal Terminology,advanced,Accuracy,0.7,Court Reporter,0.70
Legal Terminology,advanced,Accuracy,0.9,Court Reporter,0.80
Legal Office Management,beginner,Administrative Support,0.5,Legal Secretary,0.50
Legal Office Management,beginner,Administrative Support,0.7,Legal Secretary,0.60
Legal Office Management,beginner,Administrative Support,0.9,Legal Secretary,0.70
Document Preparation,intermediate,Legal Documentation,0.5,Legal Secretary,0.80
Document Preparation,intermediate,Legal Documentation,0.7,Legal Secretary,0.90
Document Preparation,intermediate,Legal Documentation,0.9,Legal Secretary,0.50
Correspondence,advanced,Law Office Operations,0.5,Legal Secretary,0.60
Correspondence,advanced,Law Office Operations,0.7,Legal Secretary,0.70
Correspondence,advanced,Law Office Operations,0.9,Legal Secretary,0.80
Mediation,beginner,Dispute Resolution,0.5,Mediator,0.50
Mediation,beginner,Dispute Resolution,0.7,Mediator,0.60
Mediation,beginner,Dispute Resolution,0.9,Mediator,0.70
Conflict Resolution,intermediate,Neutral Facilitation,0.5,Mediator,0.80
Conflict Resolution,intermediate,Neutral Facilitation,0.7,Mediator,0.90
Conflict Resolution,intermediate,Neutral Facilitation,0.9,Mediator,0.50
Communication,advanced,Conflict Management,0.5,Mediator,0.60
Communication,advanced,Conflict Management,0.7,Mediator,0.70
Communication,advanced,Conflict Management,0.9,Mediator,0.80
Arbitration,beginner,Dispute Resolution,0.5,Arbitrator,0.50
Arbitration,beginner,Dispute Resolution,0.7,Arbitrator,0.60
Arbitration,beginner,Dispute Resolution,0.9,Arbitrator,0.70
Legal Analysis,intermediate,Legal Proceedings,0.5,Arbitrator,0.80
Legal Analysis,intermediate,Legal Proceedings,0.7,Arbitrator,0.90
Legal Analysis,intermediate,Legal Proceedings,0.9,Arbitrator,0.50
Decision-Making,advanced,Impartiality,0.5,Arbitrator,0.60
Decision-Making,advanced,Impartiality,0.7,Arbitrator,0.70
Decision-Making,advanced,Impartiality,0.9,Arbitrator,0.80
Vehicle Maintenance,beginner,Automotive Technology,0.5,Auto Mechanic,0.50
Vehicle Maintenance,beginner,Automotive Technology,0.7,Auto Mechanic,0.60
Vehicle Maintenance,beginner,Automotive Technology,0.9,Auto Mechanic,0.70
Repair,intermediate,Problem Solving,0.5,Auto Mechanic,0.80
Repair,intermediate,Problem Solving,0.7,Auto Mechanic,0.90
Repair,intermediate,Problem Solving,0.9,Auto Mechanic,0.50
Diagnostics,advanced,Mechanical Repair,0.5,Auto Mechanic,0.60
Diagnostics,advanced,Mechanical Repair,0.7,Auto Mechanic,0.70
Diagnostics,advanced,Mechanical Repair,0.9,Auto Mechanic,0.80
Automotive Engineering,beginner,Vehicle Design,0.5,Automotive Engineer,0.50
Automotive Engineering,beginner,Vehicle Design,0.7,Automotive Engineer,0.60
Automotive Engineering,beginner,Vehicle Design,0.9,Automotive Engineer,0.70
Design,intermediate,Engineering Innovation,0.5,Automotive Engineer,0.80
Design,intermediate,Engineering Innovation,0.7,Automotive Engineer,0.90
Design,intermediate,Engineering Innovation,0.9,Automotive Engineer,0.50
Testing,advanced,Automotive Technology,0.5,Automotive Engineer,0.60
Testing,advanced,Automotive Technology,0.7,Automotive Engineer,0.70
Testing,advanced,Automotive Technology,0.9,Automotive Engineer,0.80
Dispatch Operations,beginner,Transportation Management,0.5,Truck Dispatcher,0.50
Dispatch Operations,beginner,Transportation Management,0.7,Truck Dispatcher,0.60
Dispatch Operations,beginner,Transportation Management,0.9,Truck Dispatcher,0.70
Logistics,intermediate,Route Planning,0.5,Truck Dispatcher,0.80
Logistics,intermediate,Route Planning,0.7,Truck Dispatcher,0.90
Logistics,intermediate,Route Planning,0.9,Truck Dispatcher,0.50
Communication,advanced,Coordination,0.5,Truck Dispatcher,0.60
Communication,advanced,Coordination,0.7,Truck Dispatcher,0.70
Communication,advanced,Coordination,0.9,Truck Dispatcher,0.80
Aircraft Maintenance,beginner,Aviation Technology,0.5,Aircraft Mechanic,0.50
Aircraft Maintenance,beginner,Aviation Technology,0.7,Aircraft Mechanic,0.60
Aircraft Maintenance,beginner,Aviation Technology,0.9,Aircraft Mechanic,0.70
Aviation Safety,intermediate,Aircraft Maintenance,0.5,Aircraft Mechanic,0.80
Aviation Safety,intermediate,Aircraft Maintenance,0.7,Aircraft Mechanic,0.90
Aviation Safety,intermediate,Aircraft Maintenance,0.9,Aircraft Mechanic,0.50
Troubleshooting,advanced,Safety,0.5,Aircraft Mechanic,0.60
Troubleshooting,advanced,Safety,0.7,Aircraft Mechanic,0.70
Troubleshooting,advanced,Safety,0.9,Aircraft Mechanic,0.80
Automotive Design,beginner,Vehicle Aesthetics,0.5,Automotive Designer,0.50
Automotive Design,beginner,Vehicle Aesthetics,0.7,Automotive Designer,0.60
Automotive Design,beginner,Vehicle Aesthetics,0.9,Automotive Designer,0.70
CAD Software,intermediate,Design Innovation,0.5,Automotive Designer,0.80
CAD Software,intermediate,Design Innovation,0.7,Automotive Designer,0.90
CAD Software,intermediate,Design Innovation,0.9,Automotive Designer,0.50
Creativity,advanced,Automotive Styling,0.5,Automotive Designer,0.60
Creativity,advanced,Automotive Styling,0.7,Automotive Designer,0.70
Creativity,advanced,Automotive Styling,0.9,Automotive Designer,0.80
Auto Body Repair,beginner,Vehicle Restoration,0.5,Auto Body Technician,0.50
Auto Body Repair,beginner,Vehicle Restoration,0.7,Auto Body Technician,0.60
Auto Body Repair,beginner,Vehicle Restoration,0.9,Auto Body Technician,0.70
Refinishing,intermediate,Automotive Craftsmanship,0.5,Auto Body Technician,0.80
Refinishing,intermediate,Automotive Craftsmanship,0.7,Auto Body Technician,0.90
Refinishing,intermediate,Automotive Craftsmanship,0.9,Auto Body Technician,0.50
Collision Repair,advanced,Bodywork,0.5,Auto Body Technician,0.60
Collision Repair,advanced,Bodywork,0.7,Auto Body Technician,0.70
Collision Repair,advanced,Bodywork,0.9,Auto Body Technician,0.80
Coaching,beginner,Athletic Training,0.5,Sports Coach,0.50
Coaching,beginner,Athletic Training,0.7,Sports Coach,0.60
Coaching,beginner,Athletic Training,0.9,Sports Coach,0.70
Skill Development,intermediate,Team Leadership,0.5,Sports Coach,0.80
Skill Development,intermediate,Team Leadership,0.7,Sports Coach,0.90
Skill Development,intermediate,Team Leadership,0.9,Sports Coach,0.50
Strategy,advanced,Sports Strategy,0.5,Sports Coach,0.60
Strategy,advanced,Sports Strategy,0.7,Sports Coach,0.70
Strategy,advanced,Sports Strategy,0.9,Sports Coach,0.80
Sports Administration,beginner,Sports Program Management,0.5,Athletic Director,0.50
Sports Administration,beginner,Sports Program Management,0.7,Athletic Director,0.60
Sports Administration,beginner,Sports Program Management,0.9,Athletic Director,0.70
Management,intermediate,Leadership,0.5,Athletic Director,0.80
Management,intermediate,Leadership,0.7,Athletic Director,0.90
Management,intermediate,Leadership,0.9,Athletic Director,0.50
Budgeting,advanced,School Athletics,0.5,Athletic Director,0.60
Budgeting,advanced,School Athletics,0.7,Athletic Director,0.70
Budgeting,advanced,School Athletics,0.9,Athletic Director,0.80
Talent Representation,beginner,Athlete Management,0.5,Sports Agent,0.50
Talent Representation,beginner,Athlete Management,0.7,Sports Agent,0.60
Talent Representation,beginner,Athlete Management,0.9,Sports Agent,0.70
Negotiation,intermediate,Contract Negotiation,0.5,Sports Agent,0.80
Negotiation,intermediate,Contract Negotiation,0.7,Sports Agent,0.90
Negotiation,intermediate,Contract Negotiation,0.9,Sports Agent,0.50
Contract Management,advanced,Sports Business,0.5,Sports Agent,0.60
Contract Management,advanced,Sports Business,0.7,Sports Agent,0.70
Contract Management,advanced,Sports Business,0.9,Sports Agent,0.80
Exercise Physiology,beginner,Human Performance,0.5,Sports Physiologist,0.50
Exercise Physiology,beginner,Human Performance,0.7,Sports Physiologist,0.60
Exercise Physiology,beginner,Human Performance,0.9,Sports Physiologist,0.70
Research,intermediate,Fitness Research,0.5,Sports Physiologist,0.80
Research,intermediate,Fitness Research,0.7,Sports Physiologist,0.90
Research,intermediate,Fitness Research,0.9,Sports Physiologist,0.50
Health Assessment,advanced,Athlete Health,0.5,Sports Physiologist,0.60
Health Assessment,advanced,Athlete Health,0.7,Sports Physiologist,0.70
Health Assessment,advanced,Athlete Health,0.9,Sports Physiologist,0.80
Nutrition Planning,beginner,Sports Nutrition,0.5,Sports Nutritionist,0.50
Nutrition Planning,beginner,Sports Nutrition,0.7,Sports Nutritionist,0.60
Nutrition Planning,beginner,Sports Nutrition,0.9,Sports Nutritionist,0.70
Dietary Guidance,intermediate,Healthy Eating,0.5,Sports Nutritionist,0.80
Dietary Guidance,intermediate,Healthy Eating,0.7,Sports Nutritionist,0.90
Dietary Guidance,intermediate,Healthy Eating,0.9,Sports Nutritionist,0.50
Health Education,advanced,Dietary Science,0.5,Sports Nutritionist,0.60
Health Education,advanced,Dietary Science,0.7,Sports Nutritionist,0.70
Health Education,advanced,Dietary Science,0.9,Sports Nutritionist,0.80
Sports Psychology,beginner,Athlete Psychology,0.5,Sports Psychologist,0.50
Sports Psychology,beginner,Athlete Psychology,0.7,Sports Psychologist,0.60
Sports Psychology,beginner,Athlete Psychology,0.9,Sports Psychologist,0.70
Mental Health Support,intermediate,Mental Toughness,0.5,Sports Psychologist,0.80
Mental Health Support,intermediate,Mental Toughness,0.7,Sports Psychologist,0.90
Mental Health Support,intermediate,Mental Toughness,0.9,Sports Psychologist,0.50
Counseling,advanced,Performance Enhancement,0.5,Sports Psychologist,0.60
Counseling,advanced,Performance Enhancement,0.7,Sports Psychologist,0.70
Counseling,advanced,Performance Enhancement,0.9,Sports Psychologist,0.80
Baking,beginner,Dessert Creation,0.5,Pastry Chef,0.50
Baking,beginner,Dessert Creation,0.7,Pastry Chef,0.60
Baking,beginner,Dessert Creation,0.9,Pastry Chef,0.70
Pastry Artistry,intermediate,Culinary Arts,0.5,Pastry Chef,0.80
Pastry Artistry,intermediate,Culinary Arts,0.7,Pastry Chef,0.90
Pastry Artistry,intermediate,Culinary Arts,0.9,Pastry Chef,0.50
Creativity,advanced,Artistic Presentation,0.5,Pastry Chef,0.60
Creativity,advanced,Artistic Presentation,0.7,Pastry Chef,0.70
Creativity,advanced,Artistic Presentation,0.9,Pastry Chef,0.80
Wine Knowledge,beginner,Wine Appreciation,0.5,Sommelier,0.50
Wine Knowledge,beginner,Wine Appreciation,0.7,Sommelier,0.60
Wine Knowledge,beginner,Wine Appreciation,0.9,Sommelier,0.70
Tasting,intermediate,Grape Varieties,0.5,Sommelier,0.80
Tasting,intermediate,Grape Varieties,0.7,Sommelier,0.90
Tasting,intermediate,Grape Varieties,0.9,Sommelier,0.50
Wine Pairing,advanced,Culinary Pairing,0.5,Sommelier,0.60
Wine Pairing,advanced,Culinary Pairing,0.7,Sommelier,0.70
Wine Pairing,advanced,Culinary Pairing,0.9,Sommelier,0.80
Culinary Arts,beginner,Food Service,0.5,Caterer,0.50
Culinary Arts,beginner,Food Service,0.7,Caterer,0.60
Culinary Arts,beginner,Food Service,0.9,Caterer,0.70
Event Planning,intermediate,Event Catering,0.5,Caterer,0.80
Event Planning,intermediate,Event Catering,0.7,Caterer,0.90
Event Planning,intermediate,Event Catering,0.9,Caterer,0.50
Customer Service,advanced,Culinary Creativity,0.5,Caterer,0.60
Customer Service,advanced,Culinary Creativity,0.7,Caterer,0.70
Customer Service,advanced,Culinary Creativity,0.9,Caterer,0.80
Food Research,beginner,Food Technology,0.5,Food Scientist,0.50
Food Research,beginner,Food Technology,0.7,Food Scientist,0.60
Food Research,beginner,Food Technology,0.9,Food Scientist,0.70
Product Development,intermediate,Culinary Innovation,0.5,Food Scientist,0.80
Product Development,intermediate,Culinary Innovation,0.7,Food Scientist,0.90
Product Development,intermediate,Culinary Innovation,0.9,Food Scientist,0.50
Nutrition,advanced,Nutrition Science,0.5,Food Scientist,0.60
